participant,rounded_age,lan_spoken,scenario,counterbalance,caused_question_order,question,response,distal,proximal,age,age_whole,age_character,both,response_pattern
118,3150,en so,mirror_crack,bobby,second,lexical,bobby,1,0,8.63,8,7-9,0,different
118,3150,en so,mirror_crack,bobby,second,caused,bobby,1,0,8.63,8,7-9,0,different
118,3150,en so,fence_break,suzy,second,lexical,suzy,1,0,8.63,8,7-9,0,different
118,3150,enso,fence_break,suzy,second,caused,suzy,1,0,8.63,8,7-9,0,different
119,2580,en fr pes ml so,mirror_crack,sophia,second,lexical,bobby,0,1,7.07,7,7-9,0,different
119,2580,en fr pes ml so,mirror_crack,sophia,second,caused,sophia,1,0,7.07,7,7-9,0,different
119,2580,en fr pes ml so,fence_break,andy,first,caused,andy,1,0,7.07,7,7-9,0,different
119,2580,en fr pes ml so,fence_break,andy,first,lexical,suzy,0,1,7.07,7,7-9,0,different
120,3300,en pl ro so,fence_break,andy,second,lexical,suzy,0,1,9.04,9,7-9,0,different
120,3300,en pl ro so,fence_break,andy,second,caused,andy,1,0,9.04,9,7-9,0,different
120,3300,en pl ro so,mirror_crack,sophia,second,lexical,bobby,0,1,9.04,9,7-9,0,different
120,3300,en pl ro so,mirror_crack,sophia,second,caused,sophia,1,0,9.04,9,7-9,0,different
121,3000,en so,mirror_crack,sophia,second,lexical,sophia,1,0,8.22,8,7-9,0,different
121,3000,en so,mirror_crack,sophia,second,caused,sophia,1,0,8.22,8,7-9,0,different
121,3000,en so,fence_break,andy,first,caused,andy,1,0,8.22,8,7-9,0,different
121,3000,en so,fence_break,andy,first,lexical,suzy,0,1,8.22,8,7-9,0,different
122,2790,en so,fence_break,andy,first,caused,andy,1,0,7.64,7,7-9,0,different
122,2790,en so,fence_break,andy,first,lexical,suzy,0,1,7.64,7,7-9,0,different
122,2790,en so,mirror_crack,sophia,first,caused,bobby,0,1,7.64,7,7-9,0,different
122,2790,en so,mirror_crack,sophia,first,lexical,sophia,1,0,7.64,7,7-9,0,different
123,3060,en,mirror_crack,sophia,second,lexical,bobby,0,1,8.38,8,7-9,0,different
123,3060,en,mirror_crack,sophia,second,caused,sophia,1,0,8.38,8,7-9,0,different
123,3060,en,fence_break,andy,second,lexical,suzy,0,1,8.38,8,7-9,0,different
123,3060,en,fence_break,andy,second,caused,andy,1,0,8.38,8,7-9,0,different
124,3060,en pl,mirror_crack,bobby,first,caused,sophia,0,1,8.38,8,7-9,0,different
124,3060,en pl,mirror_crack,bobby,first,lexical,sophia,0,1,8.38,8,7-9,0,different
124,3060,en pl,fence_break,suzy,second,lexical,andy,0,1,8.38,8,7-9,0,different
124,3060,en pl,fence_break,suzy,second,caused,andy,0,1,8.38,8,7-9,0,different
125,2880,en ro so,fence_break,andy,second,lexical,suzy,0,1,7.89,7,7-9,0,different
125,2880,en ro so,fence_break,andy,second,caused,andy,1,0,7.89,7,7-9,0,different
125,2880,en ro so,mirror_crack,sophia,second,lexical,sophia,1,0,7.89,7,7-9,0,different
125,2880,en ro so,mirror_crack,sophia,second,caused,bobby,0,1,7.89,7,7-9,0,different
126,2910,en,fence_break,andy,first,caused,suzy,0,1,7.97,7,7-9,0,different
126,2910,en,fence_break,andy,first,lexical,suzy,0,1,7.97,7,7-9,0,different
126,2910,en,mirror_crack,sophia,first,caused,sophia,1,0,7.97,7,7-9,0,different
126,2910,en,mirror_crack,sophia,first,lexical,bobby,0,1,7.97,7,7-9,0,different
128,2700,en,mirror_crack,sophia,second,lexical,bobby,0,1,7.4,7,7-9,0,different
128,2700,en,mirror_crack,sophia,second,caused,sophia,1,0,7.4,7,7-9,0,different
128,2700,en,fence_break,andy,second,lexical,suzy,0,1,7.4,7,7-9,0,different
128,2700,en,fence_break,andy,second,caused,andy,1,0,7.4,7,7-9,0,different
129,2670,en so,mirror_crack,bobby,first,caused,bobby,1,0,7.32,7,7-9,0,different
129,2670,en so,mirror_crack,bobby,first,lexical,bobby,1,0,7.32,7,7-9,0,different
132,3150,en,fence_break,suzy,second,lexical,andy,0,1,8.63,8,7-9,0,different
132,3150,en,fence_break,suzy,second,caused,suzy,1,0,8.63,8,7-9,0,different
132,3150,en,mirror_crack,bobby,first,caused,bobby,1,0,8.63,8,7-9,0,different
132,3150,en,mirror_crack,bobby,first,lexical,sophia,0,1,8.63,8,7-9,0,different
133,3300,en ml,fence_break,suzy,second,lexical,andy,0,1,9.04,9,7-9,0,different
133,3300,en ml,fence_break,suzy,second,caused,suzy,1,0,9.04,9,7-9,0,different
133,3300,en ml,mirror_crack,bobby,first,caused,sophia,0,1,9.04,9,7-9,0,different
133,3300,en ml,mirror_crack,bobby,first,lexical,sophia,0,1,9.04,9,7-9,0,different
134,2670,en,fence_break,andy,first,caused,suzy,0,1,7.32,7,7-9,0,different
134,2670,en,fence_break,andy,first,lexical,andy,1,0,7.32,7,7-9,0,different
134,2670,en,mirror_crack,sophia,second,lexical,bobby,0,1,7.32,7,7-9,0,different
134,2670,en,mirror_crack,sophia,second,caused,sophia,1,0,7.32,7,7-9,0,different
135,2700,en km,fence_break,andy,first,caused,andy,1,0,7.4,7,7-9,0,different
135,2700,en km,fence_break,andy,first,lexical,suzy,0,1,7.4,7,7-9,0,different
135,2700,en km,mirror_crack,sophia,second,lexical,bobby,0,1,7.4,7,7-9,0,different
135,2700,en km,mirror_crack,sophia,second,caused,sophia,1,0,7.4,7,7-9,0,different
136,2580,en,mirror_crack,sophia,first,caused,bobby,0,1,7.07,7,7-9,0,different
136,2580,en,mirror_crack,sophia,first,lexical,bobby,0,1,7.07,7,7-9,0,different
136,2580,en,fence_break,andy,second,lexical,andy,1,0,7.07,7,7-9,0,different
136,2580,en,fence_break,andy,second,caused,suzy,0,1,7.07,7,7-9,0,different
137,2910,en so,fence_break,suzy,second,lexical,andy,0,1,7.97,7,7-9,0,different
137,2910,en so,fence_break,suzy,second,caused,andy,0,1,7.97,7,7-9,0,different
137,2910,en so,mirror_crack,bobby,second,lexical,sophia,0,1,7.97,7,7-9,0,different
137,2910,en so,mirror_crack,bobby,second,caused,sophia,0,1,7.97,7,7-9,0,different
138,2700,en fr,fence_break,suzy,first,caused,andy,0,1,7.4,7,7-9,0,different
138,2700,en fr,fence_break,suzy,first,lexical,andy,0,1,7.4,7,7-9,0,different
138,2700,en fr,mirror_crack,bobby,second,lexical,sophia,0,1,7.4,7,7-9,0,different
138,2700,en fr,mirror_crack,bobby,second,caused,bobby,1,0,7.4,7,7-9,0,different
139,2760,en,fence_break,andy,second,lexical,suzy,0,1,7.56,7,7-9,0,different
139,2760,en,fence_break,andy,second,caused,andy,1,0,7.56,7,7-9,0,different
139,2760,en,mirror_crack,sophia,second,lexical,bobby,0,1,7.56,7,7-9,0,different
139,2760,en,mirror_crack,sophia,second,caused,sophia,1,0,7.56,7,7-9,0,different
140,3060,en fr so,mirror_crack,sophia,first,caused,sophia,1,0,8.38,8,7-9,0,different
140,3060,en fr so,mirror_crack,sophia,first,lexical,bobby,0,1,8.38,8,7-9,0,different
140,3060,en fr so,fence_break,andy,first,caused,andy,1,0,8.38,8,7-9,0,different
140,3060,en fr so,fence_break,andy,first,lexical,suzy,0,1,8.38,8,7-9,0,different
141,2700,en,fence_break,andy,first,caused,andy,1,0,7.4,7,7-9,0,different
141,2700,en,fence_break,andy,first,lexical,suzy,0,1,7.4,7,7-9,0,different
141,2700,en,mirror_crack,sophia,second,lexical,sophia,1,0,7.4,7,7-9,0,different
141,2700,en,mirror_crack,sophia,second,caused,bobby,0,1,7.4,7,7-9,0,different
142,3090,en,fence_break,suzy,second,lexical,andy,0,1,8.47,8,7-9,0,different
142,3090,en,fence_break,suzy,second,caused,suzy,1,0,8.47,8,7-9,0,different
142,3090,en,mirror_crack,bobby,first,caused,sophia,0,1,8.47,8,7-9,0,different
142,3090,en,mirror_crack,bobby,first,lexical,sophia,0,1,8.47,8,7-9,0,different
144,2880,en so,fence_break,andy,first,caused,andy,1,0,7.89,7,7-9,0,different
144,2880,en so,fence_break,andy,first,lexical,andy,1,0,7.89,7,7-9,0,different
144,2880,en so,mirror_crack,sophia,first,caused,sophia,1,0,7.89,7,7-9,0,different
144,2880,en so,mirror_crack,sophia,first,lexical,bobby,0,1,7.89,7,7-9,0,different
146,3030,en,fence_break,andy,first,caused,andy,1,0,8.3,8,7-9,0,different
146,3030,en,fence_break,andy,first,lexical,andy,1,0,8.3,8,7-9,0,different
146,3030,en,mirror_crack,sophia,second,lexical,bobby,0,1,8.3,8,7-9,0,different
146,3030,en,mirror_crack,sophia,second,caused,sophia,1,0,8.3,8,7-9,0,different
147,3390,en so,mirror_crack,sophia,first,caused,sophia,1,0,9.29,9,7-9,0,different
147,3390,en so,mirror_crack,sophia,first,lexical,bobby,0,1,9.29,9,7-9,0,different
147,3390,en so,fence_break,andy,first,caused,andy,1,0,9.29,9,7-9,0,different
147,3390,en so,fence_break,andy,first,lexical,suzy,0,1,9.29,9,7-9,0,different
148,2910,en,mirror_crack,sophia,second,caused,sophia,1,0,7.97,7,7-9,0,different
149,2970,en,fence_break,suzy,second,caused,suzy,1,0,8.14,8,7-9,0,different
149,2970,en,mirror_crack,bobby,second,lexical,sophia,0,1,8.14,8,7-9,0,different
149,2970,en,mirror_crack,bobby,second,caused,bobby,1,0,8.14,8,7-9,0,different
150,2850,en fr ml,fence_break,suzy,second,lexical,suzy,1,0,7.81,7,7-9,0,different
150,2850,en fr ml,fence_break,suzy,second,caused,andy,0,1,7.81,7,7-9,0,different
150,2850,en fr ml,mirror_crack,bobby,second,lexical,sophia,0,1,7.81,7,7-9,0,different
150,2850,en fr ml,mirror_crack,bobby,second,caused,bobby,1,0,7.81,7,7-9,0,different
