participant,rounded_age,lan_spoken,scenario,counterbalance,made_question_order,question,response,distal,proximal,age,age_whole,age_character,response_pattern
119,3450,en,fence_break,suzy,first,made,andy,0,1,9.45,9,7-9,different
119,3450,en,fence_break,suzy,first,lexical,andy,0,1,9.45,9,7-9,different
119,3450,en,mirror_crack,bobby,first,made,sophia,0,1,9.45,9,7-9,different
119,3450,en,mirror_crack,bobby,first,lexical,sophia,0,1,9.45,9,7-9,different
120,3210,en so,fence_break,andy,second,lexical,andy,1,0,8.79,8,7-9,different
120,3210,en so,fence_break,andy,second,made,suzy,0,1,8.79,8,7-9,different
120,3210,en so,mirror_crack,sophia,first,made,sophia,1,0,8.79,8,7-9,different
120,3210,en so,mirror_crack,sophia,first,lexical,bobby,0,1,8.79,8,7-9,different
121,2760,en,mirror_crack,bobby,second,lexical,sophia,0,1,7.56,7,7-9,different
121,2760,en,mirror_crack,bobby,second,made,bobby,1,0,7.56,7,7-9,different
121,2760,en,fence_break,suzy,first,made,suzy,1,0,7.56,7,7-9,different
121,2760,en,fence_break,suzy,first,lexical,andy,0,1,7.56,7,7-9,different
122,3120,en,mirror_crack,sophia,first,made,bobby,0,1,8.55,8,7-9,different
122,3120,en,mirror_crack,sophia,first,lexical,bobby,0,1,8.55,8,7-9,different
122,3120,en,fence_break,andy,second,lexical,suzy,0,1,8.55,8,7-9,different
122,3120,en,fence_break,andy,second,made,andy,1,0,8.55,8,7-9,different
123,3420,en cjy,mirror_crack,bobby,second,lexical,sophia,0,1,9.37,9,7-9,different
123,3420,en cjy,mirror_crack,bobby,second,made,sophia,0,1,9.37,9,7-9,different
123,3420,en cjy,fence_break,suzy,first,made,suzy,1,0,9.37,9,7-9,different
123,3420,en cjy,fence_break,suzy,first,lexical,andy,0,1,9.37,9,7-9,different
124,3480,en,fence_break,andy,first,made,andy,1,0,9.53,9,7-9,different
124,3480,en,fence_break,andy,first,lexical,andy,1,0,9.53,9,7-9,different
124,3480,en,mirror_crack,sophia,second,lexical,bobby,0,1,9.53,9,7-9,different
124,3480,en,mirror_crack,sophia,second,made,bobby,0,1,9.53,9,7-9,different
125,3120,en,fence_break,suzy,first,made,suzy,1,0,8.55,8,7-9,different
125,3120,en,fence_break,suzy,first,lexical,andy,0,1,8.55,8,7-9,different
125,3120,en,mirror_crack,bobby,first,made,bobby,1,0,8.55,8,7-9,different
125,3120,en,mirror_crack,bobby,first,lexical,sophia,0,1,8.55,8,7-9,different
127,2970,en,fence_break,andy,second,lexical,andy,1,0,8.14,8,7-9,different
127,2970,en,fence_break,andy,second,made,andy,1,0,8.14,8,7-9,different
127,2970,en,mirror_crack,sophia,first,made,sophia,1,0,8.14,8,7-9,different
127,2970,en,mirror_crack,sophia,first,lexical,sophia,1,0,8.14,8,7-9,different
128,2670,en so,fence_break,suzy,second,lexical,andy,0,1,7.32,7,7-9,different
128,2670,en so,fence_break,suzy,second,made,suzy,1,0,7.32,7,7-9,different
128,2670,en so,mirror_crack,bobby,first,made,bobby,1,0,7.32,7,7-9,different
128,2670,en so,mirror_crack,bobby,first,lexical,bobby,1,0,7.32,7,7-9,different
129,2730,en,mirror_crack,sophia,second,lexical,bobby,0,1,7.48,7,7-9,different
129,2730,en,mirror_crack,sophia,second,made,bobby,0,1,7.48,7,7-9,different
129,2730,en,fence_break,andy,second,lexical,suzy,0,1,7.48,7,7-9,different
129,2730,en,fence_break,andy,second,made,suzy,0,1,7.48,7,7-9,different
130,2790,en so,fence_break,suzy,second,lexical,andy,0,1,7.64,7,7-9,different
130,2790,en so,fence_break,suzy,second,made,suzy,1,0,7.64,7,7-9,different
130,2790,en so,mirror_crack,bobby,first,made,sophia,0,1,7.64,7,7-9,different
130,2790,en so,mirror_crack,bobby,first,lexical,bobby,1,0,7.64,7,7-9,different
132,3390,en,fence_break,andy,second,lexical,suzy,0,1,9.29,9,7-9,different
132,3390,en,fence_break,andy,second,made,suzy,0,1,9.29,9,7-9,different
132,3390,en,mirror_crack,sophia,first,made,bobby,0,1,9.29,9,7-9,different
132,3390,en,mirror_crack,sophia,first,lexical,bobby,0,1,9.29,9,7-9,different
133,2730,en,mirror_crack,sophia,second,lexical,bobby,0,1,7.48,7,7-9,different
133,2730,en,mirror_crack,sophia,second,made,bobby,0,1,7.48,7,7-9,different
133,2730,en,fence_break,andy,second,lexical,suzy,0,1,7.48,7,7-9,different
133,2730,en,fence_break,andy,second,made,suzy,0,1,7.48,7,7-9,different
134,3180,en so,fence_break,andy,first,made,suzy,0,1,8.71,8,7-9,different
134,3180,en so,fence_break,andy,first,lexical,suzy,0,1,8.71,8,7-9,different
134,3180,en so,mirror_crack,sophia,first,made,bobby,0,1,8.71,8,7-9,different
134,3180,en so,mirror_crack,sophia,first,lexical,bobby,0,1,8.71,8,7-9,different
135,3630,en so,fence_break,suzy,first,made,andy,0,1,9.95,9,7-9,different
135,3630,en so,fence_break,suzy,first,lexical,andy,0,1,9.95,9,7-9,different
135,3630,en so,mirror_crack,bobby,second,lexical,sophia,0,1,9.95,9,7-9,different
135,3630,en so,mirror_crack,bobby,second,made,sophia,0,1,9.95,9,7-9,different
136,3030,en so,fence_break,andy,second,lexical,suzy,0,1,8.3,8,7-9,different
136,3030,en so,fence_break,andy,second,made,suzy,0,1,8.3,8,7-9,different
136,3030,en so,mirror_crack,sophia,first,made,bobby,0,1,8.3,8,7-9,different
136,3030,en so,mirror_crack,sophia,first,lexical,bobby,0,1,8.3,8,7-9,different
137,3450,en so,fence_break,andy,second,lexical,andy,1,0,9.45,9,7-9,different
137,3450,en so,fence_break,andy,second,made,andy,1,0,9.45,9,7-9,different
137,3450,en so,mirror_crack,sophia,second,lexical,bobby,0,1,9.45,9,7-9,different
137,3450,en so,mirror_crack,sophia,second,made,sophia,1,0,9.45,9,7-9,different
139,2670,en,mirror_crack,sophia,first,made,bobby,0,1,7.32,7,7-9,different
139,2670,en,mirror_crack,sophia,first,lexical,bobby,0,1,7.32,7,7-9,different
139,2670,en,fence_break,andy,first,made,andy,1,0,7.32,7,7-9,different
139,2670,en,fence_break,andy,first,lexical,suzy,0,1,7.32,7,7-9,different
140,3060,en cmn,fence_break,andy,second,lexical,suzy,0,1,8.38,8,7-9,different
140,3060,en cmn,fence_break,andy,second,made,andy,1,0,8.38,8,7-9,different
140,3060,en cmn,mirror_break,sophia,second,lexical,bobby,0,1,8.38,8,7-9,different
140,3060,en cmn,mirror_break,sophia,second,made,sophia,1,0,8.38,8,7-9,different
141,3330,en ro,fence_break,suzy,second,lexical,suzy,1,0,9.12,9,7-9,different
141,3330,en ro,fence_break,suzy,second,made,andy,0,1,9.12,9,7-9,different
141,3330,en ro,mirror_break,bobby,second,lexical,sophia,0,1,9.12,9,7-9,different
141,3330,en ro,mirror_break,bobby,second,made,bobby,1,0,9.12,9,7-9,different
142,3000,en,mirror_break,bobby,second,lexical,sophia,0,1,8.22,8,7-9,different
142,3000,en,mirror_break,bobby,second,made,sophia,0,1,8.22,8,7-9,different
142,3000,en,fence_break,suzy,second,lexical,andy,0,1,8.22,8,7-9,different
142,3000,en,fence_break,suzy,second,made,andy,0,1,8.22,8,7-9,different
143,3210,en ml,fence_break,andy,second,lexical,suzy,0,1,8.79,8,7-9,different
143,3210,en ml,fence_break,andy,second,made,andy,1,0,8.79,8,7-9,different
143,3210,en ml,mirror_crack,sophia,second,lexical,bobby,0,1,8.79,8,7-9,different
143,3210,en ml,mirror_crack,sophia,second,made,sophia,1,0,8.79,8,7-9,different
144,3240,en so,fence_break,andy,second,lexical,suzy,0,1,8.88,8,7-9,different
144,3240,en so,fence_break,andy,second,made,suzy,0,1,8.88,8,7-9,different
144,3240,en so,mirror_crack,sophia,first,made,bobby,0,1,8.88,8,7-9,different
144,3240,en so,mirror_crack,sophia,first,lexical,bobby,0,1,8.88,8,7-9,different
145,3150,en,fence_break,andy,second,lexical,andy,1,0,8.63,8,7-9,different
145,3150,en,fence_break,andy,second,made,suzy,0,1,8.63,8,7-9,different
145,3150,en,mirror_crack,sophia,first,made,sophia,1,0,8.63,8,7-9,different
145,3150,en,mirror_crack,sophia,first,lexical,bobby,0,1,8.63,8,7-9,different
146,2760,en,fence_break,suzy,first,made,suzy,1,0,7.56,7,7-9,different
146,2760,en,fence_break,suzy,first,lexical,suzy,1,0,7.56,7,7-9,different
146,2760,en,mirror_crack,bobby,second,lexical,sophia,0,1,7.56,7,7-9,different
146,2760,en,mirror_crack,bobby,second,made,bobby,1,0,7.56,7,7-9,different
147,2700,en de,mirror_crack,sophia,second,lexical,bobby,0,1,7.4,7,7-9,different
147,2700,en de,mirror_crack,sophia,second,made,bobby,0,1,7.4,7,7-9,different
147,2700,en de,fence_break,andy,first,made,suzy,0,1,7.4,7,7-9,different
147,2700,en de,fence_break,andy,first,lexical,suzy,0,1,7.4,7,7-9,different
148,3540,en de,mirror_crack,bobby,first,made,sophia,0,1,9.7,9,7-9,different
148,3540,en de,mirror_crack,bobby,first,lexical,sophia,0,1,9.7,9,7-9,different
148,3540,en de,fence_break,suzy,first,made,suzy,1,0,9.7,9,7-9,different
148,3540,en de,fence_break,suzy,first,lexical,andy,0,1,9.7,9,7-9,different
149,2610,en fr,mirror_crack,bobby,second,lexical,sophia,0,1,7.15,7,7-9,different
149,2610,en fr,mirror_crack,bobby,second,made,bobby,1,0,7.15,7,7-9,different
149,2610,en fr,fence_break,suzy,second,lexical,andy,0,1,7.15,7,7-9,different
149,2610,en fr,fence_break,suzy,second,made,suzy,1,0,7.15,7,7-9,different
150,3300,en fr,fence_break,andy,second,lexical,suzy,0,1,9.04,9,7-9,different
150,3300,en fr,fence_break,andy,second,made,andy,1,0,9.04,9,7-9,different
150,3300,en fr,mirror_crack,sophia,first,made,sophia,1,0,9.04,9,7-9,different
150,3300,en fr,mirror_crack,sophia,first,lexical,bobby,0,1,9.04,9,7-9,different
